Detector Type,Descriptor Type,TTC Lidar, TTC Camera,diff
AKAZE,SIFT,8.3212,9.89327,1.57207
AKAZE,SIFT,8.89867,10.4628,1.56413
AKAZE,SIFT,11.0301,9.88855,1.14155
AKAZE,SIFT,8.53557,8.35643,0.17914
SIFT,BRISK,12.2891,14.1476,1.8585
SIFT,BRISK,13.3547,13.6866,0.331900000000001
SIFT,BRISK,16.3845,13.8321,2.5524
SIFT,BRISK,14.0764,17.3334,3.257
SIFT,BRISK,12.7299,16.8322,4.1023
SIFT,BRISK,13.7511,12.0429,1.7082
SIFT,BRISK,13.7314,15.813,2.0816
SIFT,BRISK,13.7901,15.9459,2.1558
SIFT,BRISK,12.059,14.8782,2.8192
SIFT,BRISK,11.8642,11.0227,0.8415
SIFT,BRISK,11.9682,12.38,0.411800000000001
SIFT,BRISK,9.88711,11.5354,1.64829
SIFT,BRISK,9.42504,9.44756,0.02252
SIFT,BRISK,9.30215,9.00602,0.29613
SIFT,BRISK,8.3212,9.24533,0.92413
SIFT,BRISK,8.89867,9.20566,0.306990000000001
SIFT,BRISK,11.0301,8.54515,2.48495
SIFT,BRISK,8.53557,9.01234,0.47677
SIFT,BRIEF,12.2891,10.6655,1.6236
SIFT,BRIEF,13.3547,14.1004,0.745700000000001
SIFT,BRIEF,16.3845,13.7845,2.6
SIFT,BRIEF,14.0764,18.334,4.2576
SIFT,BRIEF,12.7299,12.0171,0.712800000000001
SIFT,BRIEF,13.7511,11.7444,2.0067
SIFT,BRIEF,13.7314,14.7171,0.9857
SIFT,BRIEF,13.7901,19.0236,5.2335
SIFT,BRIEF,12.059,13.5922,1.5332
SIFT,BRIEF,11.8642,11.8289,0.0353
SIFT,BRIEF,11.9682,12.8142,0.846
SIFT,BRIEF,9.88711,12.6975,2.81039
SIFT,BRIEF,9.42504,8.9941,0.43094
SIFT,BRIEF,9.30215,12.8088,3.50665
SIFT,BRIEF,8.3212,8.93654,0.615340000000002
SIFT,BRIEF,8.89867,8.73299,0.165679999999998
SIFT,BRIEF,11.0301,8.88338,2.14672
SIFT,BRIEF,8.53557,7.75463,0.78094
SIFT,FREAK,12.2891,10.1033,2.1858
SIFT,FREAK,13.3547,14.1004,0.745700000000001
SIFT,FREAK,16.3845,13.5965,2.788
SIFT,FREAK,14.0764,17.3078,3.2314
SIFT,FREAK,12.7299,12.4763,0.2536
SIFT,FREAK,13.7511,11.4788,2.2723
SIFT,FREAK,13.7314,14.9882,1.2568
SIFT,FREAK,13.7901,13.9303,0.1402
SIFT,FREAK,12.059,12.8294,0.7704
SIFT,FREAK,11.8642,11.5314,0.332800000000001
SIFT,FREAK,11.9682,12.9611,0.992900000000001
SIFT,FREAK,9.88711,11.3481,1.46099
SIFT,FREAK,9.42504,9.66124,0.2362
SIFT,FREAK,9.30215,12.6307,3.32855
SIFT,FREAK,8.3212,11.5896,3.2684
SIFT,FREAK,8.89867,8.80793,0.090739999999999
SIFT,FREAK,11.0301,8.85945,2.17065
SIFT,FREAK,8.53557,14.2338,5.69823
SIFT,SIFT,12.2891,10.2579,2.0312
SIFT,SIFT,13.3547,13.3705,0.015800000000001
SIFT,SIFT,16.3845,12.747,3.6375
SIFT,SIFT,14.0764,13.6855,0.3909
SIFT,SIFT,12.7299,12.2882,0.441700000000001
SIFT,SIFT,13.7511,11.2961,2.455
SIFT,SIFT,13.7314,13.8459,0.1145
SIFT,SIFT,13.7901,15.7012,1.9111
SIFT,SIFT,12.059,11.8513,0.207699999999999
SIFT,SIFT,11.8642,10.6221,1.2421
SIFT,SIFT,11.9682,10.3507,1.6175
SIFT,SIFT,9.88711,10.4935,0.606390000000001
SIFT,SIFT,9.42504,9.49149,0.066450000000002
SIFT,SIFT,9.30215,12.452,3.14985
SIFT,SIFT,8.3212,10.045,1.7238
SIFT,SIFT,8.89867,10.3007,1.40203
SIFT,SIFT,11.0301,8.40181,2.62829
SIFT,SIFT,8.53557,8.57991,0.04434
